#ELM_Instance_Download_Version: 1.4
#ELM_Instance_Download_Date: 2022-03-17 09:28:34.137269
#Origin: asimov
#Type: tsv
#NumInstances: 3934
"Accession"	"ELMType"	"ELMIdentifier"	"ProteinName"	"Primary_Acc"	"Accessions"	"Start"	"End"	"References"	"Methods"	"InstanceLogic"	"PDB"	"Organism"
"ELMI002851"	"LIG"	"LIG_Mtr4_Air2_1"	"AIR1_YEAST"	"P40507"	"P40507 D6VVK5"	"55"	"59"	"25175027"	"inferred by author; sequence based prediction"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002850"	"LIG"	"LIG_Mtr4_Air2_1"	"AIR2_YEAST"	"Q12476"	"Q12476 D6VRH7"	"43"	"47"	"25175027 15935758"	"coimmunoprecipitation; glutathione s tranferase tag; isothermal titration calorimetry; pull down; tandem affinity purification; two hybrid; x-ray crystallography"	"true positive"	"4U4C"	"Saccharomyces cerevisiae S288c"
"ELMI002854"	"LIG"	"LIG_Mtr4_Trf4_1"	"CID14_SCHPO"	"Q9UTN3"	"Q9UTN3 Q09876 Q565C4"	"150"	"168"	"25589546 20403971"	"inferred by author; sequence based prediction; tandem affinity purification"	"true positive"	""	"Schizosaccharomyces pombe 972h-"
"ELMI002853"	"LIG"	"LIG_Mtr4_Trf4_1"	"PAP2_YEAST"	"P53632"	"P53632 D6W1V2"	"118"	"133"	"25175027 15935758"	"glutathione s tranferase tag; isothermal titration calorimetry; pull down; tandem affinity purification; x-ray crystallography"	"true positive"	"4U4C"	"Saccharomyces cerevisiae S288c"
"ELMI002856"	"LIG"	"LIG_Mtr4_Trf4_1"	"TRF5_ASHGO"	"Q9HFW3"	"Q9HFW3"	"131"	"146"	"25589546"	"inferred by author; sequence based prediction"	"true positive"	""	"Ashbya gossypii ATCC 10895"
"ELMI002855"	"LIG"	"LIG_Mtr4_Trf4_1"	"TRF5_YEAST"	"P48561"	"P48561 D6W0P5"	"101"	"117"	"25589546"	"coimmunoprecipitation; fluorescence microscopy; two hybrid"	"true positive"	""	"Saccharomyces cerevisiae S288c"
"ELMI002857"	"LIG"	"LIG_Mtr4_Trf4_2"	"PAPD5_HUMAN"	"Q8NDF8"	"Q8NDF8 B4DV38 Q9NW67 Q9Y6C0"	"18"	"25"	"25589546"	"inferred by author; inferred by curator"	"unknown"	""	"Homo sapiens"
"ELMI002858"	"LIG"	"LIG_Mtr4_Trf4_2"	"PAPD5_MOUSE"	"Q68ED3"	"Q68ED3 A6H635 Q8C0K6"	"18"	"25"	""	"inferred by curator"	"unknown"	""	"Mus musculus"
"ELMI002859"	"LIG"	"LIG_Mtr4_Trf4_2"	"W5LIB7_ASTMX"	"W5LIB7"	"W5LIB7"	"94"	"101"	""	"inferred by curator"	"unknown"	""	"Astyanax mexicanus"
"ELMI002470"	"LIG"	"LIG_MYND_1"	"E1A_ADE05"	"P03255"	"P03255 P06438 Q64825 Q64826"	"113"	"117"	"11733528"	"coimmunoprecipitation; glutathione s tranferase tag; mutation analysis; mutation disrupting interaction; pull down"	"true positive"	""	"Human adenovirus 5"
"ELMI002471"	"LIG"	"LIG_MYND_1"	"EBNA2_EBVB9"	"P12978"	"P12978 Q69023 Q777H1"	"383"	"387"	"11733528"	"coimmunoprecipitation; glutathione s tranferase tag; mutation analysis; mutation disrupting interaction; pull down; two hybrid"	"true positive"	""	"Human herpesvirus 4 (strain B95-8)"
"ELMI002472"	"LIG"	"LIG_MYND_1"	"EBNA2_EBVB9"	"P12978"	"P12978 Q69023 Q777H1"	"437"	"441"	"11733528"	"coimmunoprecipitation; glutathione s tranferase tag; mutation analysis; mutation disrupting interaction; pull down; two hybrid"	"true positive"	""	"Human herpesvirus 4 (strain B95-8)"
"ELMI002473"	"LIG"	"LIG_MYND_1"	"MGAP_HUMAN"	"Q8IWI9"	"Q8IWI9 Q9H8R3 Q9H9N7 Q9UG69 Q9Y4E9"	"2948"	"2952"	"11733528"	"glutathione s tranferase tag; mutation analysis; mutation disrupting interaction; pull down; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI002474"	"LIG"	"LIG_MYND_1"	"MGAP_HUMAN"	"Q8IWI9"	"Q8IWI9 Q9H8R3 Q9H9N7 Q9UG69 Q9Y4E9"	"2973"	"2977"	"11733528"	"glutathione s tranferase tag; mutation analysis; mutation disrupting interaction; pull down; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI002475"	"LIG"	"LIG_MYND_1"	"NACAM_MOUSE"	"P70670"	"P70670 E9QMB1"	"1950"	"1954"	"12011100"	"coimmunoprecipitation; colocalization; mutation analysis; mutation disrupting interaction"	"true positive"	""	"Mus musculus"
"ELMI002476"	"LIG"	"LIG_MYND_2"	"NCOR1_HUMAN"	"O75376"	"O75376 B3DLF8 Q9UPV5 Q9UQ18"	"1033"	"1037"	"17560331 23372760"	"fluorescence polarization spectroscopy; isothermal titration calorimetry; nuclear magnetic resonance"	"true positive"	""	"Homo sapiens"
"ELMI002477"	"LIG"	"LIG_MYND_2"	"NCOR2_HUMAN"	"Q9Y618"	"Q9Y618 O00613 O15416 O15421 Q13354 Q56D06 Q59GM0 Q9Y5U0"	"1113"	"1117"	"17560331 23372760"	"fluorescence polarization spectroscopy; isothermal titration calorimetry; nuclear magnetic resonance"	"true positive"	"2ODD"	"Homo sapiens"
"ELMI002478"	"LIG"	"LIG_MYND_2"	"NCOR2_HUMAN"	"Q9Y618"	"Q9Y618 O00613 O15416 O15421 Q13354 Q56D06 Q59GM0 Q9Y5U0"	"1674"	"1678"	"17560331"	"fluorescence polarization spectroscopy; isothermal titration calorimetry"	"true positive"	""	"Homo sapiens"
"ELMI002479"	"LIG"	"LIG_MYND_3"	"FKBP8_HUMAN"	"Q14318"	"Q14318 Q53GU3 Q7Z349 Q86YK6"	"52"	"56"	"23413029 19546213"	"affinity chromatography technology; anti tag coimmunoprecipitation; coimmunoprecipitation; colocalization; competition binding; detection by mass spectrometry; fluorescence polarization spectroscopy; fluorescent resonance energy transfer; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; protein array; pull down; subcellular preparation"	"true positive"	""	"Homo sapiens"
"ELMI002480"	"LIG"	"LIG_MYND_3"	"TEBP_HUMAN"	"Q15185"	"Q15185 A8K7D0 Q8WU70"	"156"	"160"	"23413029"	"alanine scanning; anti tag coimmunoprecipitation; coimmunoprecipitation; detection by mass spectrometry; mutation analysis; rna interference; western blot"	"true positive"	""	"Homo sapiens"
"ELMI002512"	"LIG"	"LIG_NBox_RRM_1"	"FUBP1_HUMAN"	"Q96AE4"	"Q96AE4 Q12828"	"31"	"41"	"20711187"	"alanine scanning; biolayer interferometry; nuclear magnetic resonance"	"true positive"	"2KXH"	"Homo sapiens"
"ELMI002513"	"LIG"	"LIG_NBox_RRM_1"	"FUBP2_HUMAN"	"Q92945"	"Q92945 O00301 Q59EZ9 Q5U4P6 Q9UNT5 Q9UQH5"	"74"	"84"	"16914741"	"glutathione s tranferase tag; mutation analysis; pull down; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI000789"	"LIG"	"LIG_NRBOX"	"CBP_HUMAN"	"Q92793"	"Q92793 D3DUC9 O00147 Q16376"	"69"	"75"	"9192902"	"not specified; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI000790"	"LIG"	"LIG_NRBOX"	"CBP_HUMAN"	"Q92793"	"Q92793 D3DUC9 O00147 Q16376"	"357"	"363"	"9192902"	"not specified; two hybrid"	"false positive"	""	"Homo sapiens"
"ELMI000768"	"LIG"	"LIG_NRBOX"	"HAIR_HUMAN"	"O43593"	"O43593 Q6GS30 Q96H33 Q9NPE1"	"565"	"571"	"12215540"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000769"	"LIG"	"LIG_NRBOX"	"HAIR_HUMAN"	"O43593"	"O43593 Q6GS30 Q96H33 Q9NPE1"	"757"	"763"	"12215540"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000785"	"LIG"	"LIG_NRBOX"	"MED1_HUMAN"	"Q15648"	"Q15648 A2RRQ6 O43810 O75447 Q6P9H7 Q6PK58 Q9HD39"	"603"	"609"	"12556447"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000786"	"LIG"	"LIG_NRBOX"	"MED1_HUMAN"	"Q15648"	"Q15648 A2RRQ6 O43810 O75447 Q6P9H7 Q6PK58 Q9HD39"	"644"	"650"	"15065852 12556447"	"not specified; x-ray crystallography"	"true positive"	"1RJK"	"Homo sapiens"
"ELMI000782"	"LIG"	"LIG_NRBOX"	"NCOA2_HUMAN"	"Q15596"	"Q15596 Q14CD2"	"640"	"646"	"9430642"	"affinity chromatography technology; mutation analysis; not specified"	"true positive"	""	"Homo sapiens"
"ELMI000783"	"LIG"	"LIG_NRBOX"	"NCOA2_HUMAN"	"Q15596"	"Q15596 Q14CD2"	"689"	"695"	"9430642 11937504"	"affinity chromatography technology; mutation analysis; not specified; x-ray crystallography"	"true positive"	"1GWQ"	"Homo sapiens"
"ELMI000784"	"LIG"	"LIG_NRBOX"	"NCOA2_HUMAN"	"Q15596"	"Q15596 Q14CD2"	"744"	"750"	"12151000"	"x-ray crystallography"	"true positive"	"1M2Z"	"Homo sapiens"
"ELMI000781"	"LIG"	"LIG_NRBOX"	"NCOA6_MOUSE"	"Q9JL19"	"Q9JL19 Q9JLT9"	"1494"	"1500"	"12724417"	"not specified"	"true positive"	""	"Mus musculus"
"ELMI000771"	"LIG"	"LIG_NRBOX"	"NRIP1_HUMAN"	"P48552"	"P48552 Q8IWE8"	"20"	"26"	"9192902"	"not specified; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI000772"	"LIG"	"LIG_NRBOX"	"NRIP1_HUMAN"	"P48552"	"P48552 Q8IWE8"	"132"	"138"	"9192902"	"not specified; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI000773"	"LIG"	"LIG_NRBOX"	"NRIP1_HUMAN"	"P48552"	"P48552 Q8IWE8"	"184"	"190"	"9192902"	"not specified; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI000774"	"LIG"	"LIG_NRBOX"	"NRIP1_HUMAN"	"P48552"	"P48552 Q8IWE8"	"265"	"271"	"9192902"	"not specified; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI000775"	"LIG"	"LIG_NRBOX"	"NRIP1_HUMAN"	"P48552"	"P48552 Q8IWE8"	"379"	"385"	"9192902 16990259"	"not specified; two hybrid; x-ray crystallography"	"true positive"	"2GPO"	"Homo sapiens"
"ELMI000776"	"LIG"	"LIG_NRBOX"	"NRIP1_HUMAN"	"P48552"	"P48552 Q8IWE8"	"499"	"505"	""	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000777"	"LIG"	"LIG_NRBOX"	"NRIP1_HUMAN"	"P48552"	"P48552 Q8IWE8"	"500"	"506"	"9192902"	"not specified; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI000778"	"LIG"	"LIG_NRBOX"	"NRIP1_HUMAN"	"P48552"	"P48552 Q8IWE8"	"712"	"718"	"9192902"	"not specified; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI000779"	"LIG"	"LIG_NRBOX"	"NRIP1_HUMAN"	"P48552"	"P48552 Q8IWE8"	"818"	"824"	"9192902"	"not specified; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI000780"	"LIG"	"LIG_NRBOX"	"NRIP1_HUMAN"	"P48552"	"P48552 Q8IWE8"	"935"	"941"	"9192902"	"mutation analysis; not specified; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI000788"	"LIG"	"LIG_NRBOX"	"PA2G4_HUMAN"	"Q9UQ80"	"Q9UQ80 O43846 Q9UM59"	"353"	"359"	"12165860"	"not specified"	"true positive"	""	"Homo sapiens"
"ELMI000787"	"LIG"	"LIG_NRBOX"	"PRGC1_HUMAN"	"Q9UBK2"	"Q9UBK2 Q9UN32"	"143"	"149"	"18469005 12502716"	"not specified; x-ray crystallography"	"true positive"	"3CS8"	"Homo sapiens"
"ELMI000770"	"LIG"	"LIG_NRBOX"	"Q90ZL7_DANRE"	"Q90ZL7"	"Q90ZL7"	"69"	"75"	"14517294"	"not specified"	"true positive"	""	"Danio rerio"
"ELMI002588"	"LIG"	"LIG_NRBOX"	"TRXR1_HUMAN"	"Q16881-4"	"Q16881 Q6FI31 Q6VB40 Q6VB41 Q6VB42 Q6VBP2 Q6VBP3 Q6VBP4 Q6VBP5 Q6VBP9 Q6VBQ0 Q6YNQ1 Q76P53 Q7LA96 Q8WVC8 Q99475 Q9UES8 Q9UH79"	"46"	"52"	"15199063"	"competition binding; confocal microscopy; glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI004004"	"LIG"	"LIG_NRP_CendR_1"	"ENV_HTL1M"	"P23064"	"P23064"	"309"	"312"	"29458191"	"isothermal titration calorimetry; nuclear magnetic resonance; pull down"	"true positive"	""	"Human T-cell lymphotrophic virus type 1 (isolate MT-2)"
"ELMI004000"	"LIG"	"LIG_NRP_CendR_1"	"PDGFD_HUMAN"	"Q9GZP0"	"Q9GZP0 A8K9T6 Q9BWV5"	"367"	"370"	"28254885"	"colocalization; mutation analysis; mutation disrupting interaction; western blot"	"true positive"	""	"Homo sapiens"
"ELMI004001"	"LIG"	"LIG_NRP_CendR_1"	"Q2F842_ORFV"	"Q2F842"	"Q2F842"	"127"	"130"	"18467594"	"coimmunoprecipitation; competition binding; mutation analysis; surface plasmon resonance"	"true positive"	""	"Orf virus"
"ELMI004008"	"LIG"	"LIG_NRP_CendR_1"	"SEM3A_MOUSE"	"O08665"	"O08665 E9QK85 Q5BL08 Q62180 Q62215"	"554"	"555"	"23104057"	"mutation analysis; surface plasmon resonance; x-ray crystallography"	"true positive"	"4GZA"	"Mus musculus"
"ELMI003999"	"LIG"	"LIG_NRP_CendR_1"	"SEM3F_HUMAN"	"Q13275"	"Q13275 C9JQ85 Q13274 Q13372 Q15704 Q6GTR4"	"778"	"779"	"20387901"	"affinity chromatography technology; fluorescence polarization spectroscopy; inhibitor"	"true positive"	""	"Homo sapiens"
"ELMI004010"	"LIG"	"LIG_NRP_CendR_1"	"SPIKE_SARS2"	"P0DTC2"	"P0DTC2 PRO_0000449647"	"682"	"685"	""	"coimmunoprecipitation; mutation analysis"	"true positive"	""	"Severe acute respiratory syndrome coronavirus 2"
"ELMI004006"	"LIG"	"LIG_NRP_CendR_1"	"TGFB1_MOUSE"	"P04202"	"P04202"	"275"	"278"	"18436584"	"elisa; fluorescence-activated cell sorting"	"true positive"	""	"Mus musculus"
"ELMI004007"	"LIG"	"LIG_NRP_CendR_1"	"TUFT_HUMAN"	"P01858"	"P01858"	"2"	"4"	"17405859"	"x-ray crystallography"	"true positive"	"2ORZ"	"Homo sapiens"
"ELMI004009"	"LIG"	"LIG_NRP_CendR_1"	"VEGFA_HUMAN"	"P15692-4"	"P15692 B5BU86 H0Y2S8 H0Y407 H0Y414 H0Y462 H0Y8N2 H3BLW7 O60720 O75875 Q074Z4 Q16889 Q5UB46 Q6P0P5 Q96KJ0 Q96L82 Q96NW5 Q9H1W8 Q9H1W9 Q9UH58 Q9UL23"	"188"	"191"	"26991001"	"isothermal titration calorimetry; x-ray crystallography"	"true positive"	"5DN2"	"Homo sapiens"
"ELMI003998"	"LIG"	"LIG_NRP_CendR_1"	"VEGFA_MOUSE"	"Q00731-3"	"Q00731 O70123 Q66S31 Q6GT23 Q6WZL9"	"143"	"146"	"22318724"	"elisa"	"true positive"	""	"Mus musculus"
"ELMI003997"	"LIG"	"LIG_NRP_CendR_1"	"VEGFA_MOUSE"	"Q00731-2"	"Q00731 O70123 Q66S31 Q6GT23 Q6WZL9"	"187"	"190"	"22318724"	"elisa; mutation analysis; x-ray crystallography"	"true positive"	"4DEQ"	"Mus musculus"
"ELMI004005"	"LIG"	"LIG_NRP_CendR_1"	"VEGFC_HUMAN"	"P49767"	"P49767 B2R9Q8"	"226"	"227"	"25752543"	"differential scanning calorimetry; mutation analysis; x-ray crystallography"	"true positive"	""	"Homo sapiens"
"ELMI002063"	"LIG"	"LIG_OCRL_FandH_1"	"DP13A_HUMAN"	"Q9UKG1"	"Q9UKG1 Q9P2B9"	"403"	"415"	"21666675 18307981 20133602 17765681"	"anti tag coimmunoprecipitation; colocalization; glutathione s tranferase tag; green fluorescent protein tag; isothermal titration calorimetry; mutation disrupting interaction; pull down; sequence based prediction; surface plasmon resonance"	"true positive"	""	"Homo sapiens"
"ELMI002061"	"LIG"	"LIG_OCRL_FandH_1"	"SESQ1_HUMAN"	"Q8N4B1"	"Q8N4B1 Q6PJL9 Q96MH8"	"223"	"235"	"21233288 21666675 20133602"	"anti tag coimmunoprecipitation; coimmunoprecipitation; colocalization; competition binding; glutathione s tranferase tag; green fluorescent protein tag; isothermal titration calorimetry; mutation disrupting interaction; pull down; sequence based prediction; surface plasmon resonance; two hybrid; x-ray crystallography"	"true positive"	"3QIS"	"Homo sapiens"
"ELMI002062"	"LIG"	"LIG_OCRL_FandH_1"	"SESQ2_HUMAN"	"Q6ICB4"	"Q6ICB4 Q3SXQ3 Q8N6L9"	"223"	"235"	"21233288 21666675 20133602"	"coimmunoprecipitation; colocalization; competition binding; glutathione s tranferase tag; green fluorescent protein tag; mutation disrupting interaction; pull down; sequence based prediction; surface plasmon resonance; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI002975"	"LIG"	"LIG_PALB2_WD40_1"	"BRCA2_HUMAN"	"P51587"	"P51587 O00183 O15008 Q13879 Q5TBJ7"	"27"	"35"	"19609323"	"coimmunoprecipitation; fluorescence polarization spectroscopy; mutation analysis; x-ray crystallography"	"true positive"	"3EU7"	"Homo sapiens"
"ELMI001608"	"LIG"	"LIG_PAM2_1"	"ATX2_DROME"	"Q8SWR8"	"Q8SWR8 Q8IHA4 Q8IHF7 Q8INE0 Q8T081 Q95U80 Q9VF64"	"857"	"869"	"16835262"	"coimmunoprecipitation; mutation analysis"	"true positive"	""	"Drosophila melanogaster"
"ELMI001607"	"LIG"	"LIG_PAM2_1"	"ATX2_HUMAN"	"Q99700"	"Q99700 A6NLD4 Q6ZQZ7 Q99493"	"912"	"924"	"16554297 20181956"	"isothermal titration calorimetry; nuclear magnetic resonance; surface plasmon resonance; x-ray crystallography"	"true positive"	"3KTR"	"Homo sapiens"
"ELMI001622"	"LIG"	"LIG_PAM2_1"	"ERD15_ARATH"	"Q39096"	"Q39096 Q3E6W2 Q8LBP5"	"9"	"21"	"15650869"	"mutation analysis; two hybrid"	"true positive"	""	"Arabidopsis thaliana"
"ELMI001605"	"LIG"	"LIG_PAM2_1"	"ERF3B_HUMAN"	"Q8IYD1"	"Q8IYD1 Q9H909 Q9NVY0 Q9NY44"	"50"	"62"	"20418951 14685257 18056425 16554297"	"coimmunoprecipitation; isothermal titration calorimetry; surface plasmon resonance; x-ray crystallography"	"true positive"	"3KUI"	"Homo sapiens"
"ELMI001606"	"LIG"	"LIG_PAM2_1"	"ERF3B_HUMAN"	"Q8IYD1"	"Q8IYD1 Q9H909 Q9NVY0 Q9NY44"	"59"	"71"	"20418951 14685257 18056425 16554297"	"coimmunoprecipitation; isothermal titration calorimetry; surface plasmon resonance; x-ray crystallography"	"true positive"	"3KUJ"	"Homo sapiens"
"ELMI001619"	"LIG"	"LIG_PAM2_1"	"LAR4B_HUMAN"	"Q92615"	"Q92615 Q5T3R3 Q5T3R4 Q5T3R5 Q68CY4"	"54"	"66"	"20573744"	"glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001618"	"LIG"	"LIG_PAM2_1"	"LARP4_HUMAN"	"Q71RC2"	"Q71RC2 A8K6T1 Q5CZ97 Q6ZV14 Q96NF9"	"13"	"25"	"21098120"	"isothermal titration calorimetry; mutation analysis; x-ray crystallography"	"true positive"	"3PKN"	"Homo sapiens"
"ELMI001617"	"LIG"	"LIG_PAM2_1"	"MA205_DROME"	"P23226"	"P23226 Q53YG1 Q9V9S1"	"234"	"246"	"16554297"	"isothermal titration calorimetry; nuclear magnetic resonance; surface plasmon resonance"	"true positive"	""	"Drosophila melanogaster"
"ELMI001614"	"LIG"	"LIG_PAM2_1"	"NFX1_HUMAN"	"Q12986"	"Q12986 A8K6H8 Q5VXW6 Q96EL5 Q9BXI1"	"11"	"23"	"17267499"	"affinity chromatography technology; coimmunoprecipitation; detection by mass spectrometry; glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001603"	"LIG"	"LIG_PAM2_1"	"PAI2B_HUMAN"	"Q9ULR5"	"Q9ULR5"	"108"	"120"	"16804161"	"coimmunoprecipitation; far western blotting; glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001604"	"LIG"	"LIG_PAM2_1"	"PAIP1_HUMAN"	"Q9H074"	"Q9H074 O60455 Q96B61 Q9BS63"	"126"	"138"	"14685257 11997512 16554297"	"coimmunoprecipitation; far western blotting; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; nuclear magnetic resonance; pull down; surface plasmon resonance"	"true positive"	"1JH4"	"Homo sapiens"
"ELMI001602"	"LIG"	"LIG_PAM2_1"	"PAIP2_HUMAN"	"Q9BPZ3"	"Q9BPZ3 B2RBI1 D3DQC6 Q49A06 Q9H0Y5 Q9P0Q8"	"109"	"121"	"14685257 16601676 20096703"	"coimmunoprecipitation; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; nuclear magnetic resonance; pull down; surface plasmon resonance; x-ray crystallography"	"true positive"	"1JGN 3KUS 3KUT"	"Homo sapiens"
"ELMI001609"	"LIG"	"LIG_PAM2_1"	"PAN3_HUMAN"	"Q58A45"	"Q58A45 A0N0X1 A1A4Y8 A1A4Y9 B1ALF1 B7Z3W7 Q0D2P2 Q5HYG6 Q5T515 Q5T516 Q5TBA0 Q76E13 Q8NBA6"	"284"	"296"	"18056425 17595167"	"coimmunoprecipitation; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; nuclear magnetic resonance; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001621"	"LIG"	"LIG_PAM2_1"	"Q6ELF8_CUCSA"	"Q6ELF8"	"Q6ELF8"	"10"	"22"	"15159636"	"two hybrid"	"true positive"	""	"Cucumis sativus"
"ELMI001620"	"LIG"	"LIG_PAM2_1"	"Q6ELF9_CUCSA"	"Q6ELF9"	"Q6ELF9"	"14"	"26"	"15159636"	"mutation analysis; two hybrid"	"true positive"	""	"Cucumis sativus"
"ELMI001623"	"LIG"	"LIG_PAM2_1"	"Q9VG13_DROME"	"Q9VG13"	"Q9VG13"	"103"	"115"	"14729960"	"coimmunoprecipitation; far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Drosophila melanogaster"
"ELMI001610"	"LIG"	"LIG_PAM2_1"	"TOB1_HUMAN"	"P50616"	"P50616 B2R9T0 D3DTY3 Q4KMQ0"	"130"	"142"	"17785442 20595394"	"anti tag coimmunoprecipitation; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; nuclear magnetic resonance; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001611"	"LIG"	"LIG_PAM2_1"	"TOB1_HUMAN"	"P50616"	"P50616 B2R9T0 D3DTY3 Q4KMQ0"	"265"	"277"	"17785442 18056425 20595394"	"anti tag coimmunoprecipitation; coimmunoprecipitation; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; nuclear magnetic resonance; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001612"	"LIG"	"LIG_PAM2_1"	"TOB2_HUMAN"	"Q14106"	"Q14106 Q6FHR7 Q9BY97 Q9UBI0"	"131"	"143"	"17785442 16554297"	"anti tag coimmunoprecipitation; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; pull down; surface plasmon resonance"	"true positive"	""	"Homo sapiens"
"ELMI001613"	"LIG"	"LIG_PAM2_1"	"TOB2_HUMAN"	"Q14106"	"Q14106 Q6FHR7 Q9BY97 Q9UBI0"	"251"	"263"	"17785442 16554297"	"anti tag coimmunoprecipitation; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; pull down; surface plasmon resonance"	"true positive"	""	"Homo sapiens"
"ELMI001616"	"LIG"	"LIG_PAM2_1"	"TTC3_HUMAN"	"P53804"	"P53804 A8K7H7 B2RPA7 D3DSG9 D3DSH2 D3DSH3 O60767 P78476 P78477 Q569I2 Q6P578 Q9UEK4"	"1205"	"1217"	"16554297"	"isothermal titration calorimetry; surface plasmon resonance"	"true positive"	""	"Homo sapiens"
"ELMI001615"	"LIG"	"LIG_PAM2_1"	"UBP10_HUMAN"	"Q14694"	"Q14694 B2RDJ8 B4DS84 Q9BWG7 Q9NSL7"	"81"	"93"	"16554297"	"isothermal titration calorimetry; surface plasmon resonance"	"true positive"	""	"Homo sapiens"
"ELMI002506"	"LIG"	"LIG_PAM2_2"	"GAWKY_DROME"	"Q8SY33"	"Q8SY33 Q8MSF0 Q9V4F1"	"957"	"970"	"21063388"	"anti tag coimmunoprecipitation; glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Drosophila melanogaster"
"ELMI002504"	"LIG"	"LIG_PAM2_2"	"TNR6A_HUMAN"	"Q8NDV7"	"Q8NDV7 C9JAR8 O15408 Q658L5 Q6NVB5 Q8NEZ0 Q8TBT8 Q8TCR0 Q9NV59 Q9P268"	"1608"	"1621"	"21063388"	"anti tag coimmunoprecipitation; mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI002505"	"LIG"	"LIG_PAM2_2"	"TNR6B_HUMAN"	"Q9UPQ9"	"Q9UPQ9 B0QY73 B0QY78 B4DGC0 Q5TH52 Q8TBX2"	"1476"	"1489"	"21063388"	"anti tag coimmunoprecipitation; glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI002503"	"LIG"	"LIG_PAM2_2"	"TNR6C_HUMAN"	"Q9HCJ0"	"Q9HCJ0 Q86UE5 Q8N3D8 Q96MU9"	"1385"	"1398"	"20098421 21063388 19716330 20181956"	"alanine scanning; anti tag coimmunoprecipitation; competition binding; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; nuclear magnetic resonance; pull down; x-ray crystallography"	"true positive"	"2X04 3KTP"	"Homo sapiens"
"ELMI003890"	"LIG"	"LIG_PCNA_APIM_2"	"ALKB2_HUMAN"	"Q6NS38"	"Q6NS38 A4PET2 Q5XLE3"	"1"	"7"	"19736315 23677613"	"anti tag coimmunoprecipitation; colocalization; cross linking study; fluorescent resonance energy transfer; isothermal titration calorimetry; western blot"	"true positive"	""	"Homo sapiens"
"ELMI003889"	"LIG"	"LIG_PCNA_APIM_2"	"ZRAB3_HUMAN"	"Q5FWF4"	"Q5FWF4 B3KYA1 B4E375 B5MDI3 D3DP76 E9PBP0 Q53SM1 Q6P2C4 Q8N1P4 Q9H0E8"	"1072"	"1078"	"29633969 28621305"	"colocalization; isothermal titration calorimetry; mutation disrupting interaction; pull down; x-ray crystallography"	"true positive"	"5MLW 5YD8"	"Homo sapiens"
"ELMI003914"	"LIG"	"LIG_PCNA_PIPBox_1"	"APEX2_HUMAN"	"Q9UBZ4"	"Q9UBZ4 Q9Y5X7"	"390"	"399"	"11376153"	"colocalization; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI000791"	"LIG"	"LIG_PCNA_PIPBox_1"	"CDN1A_HUMAN"	"P38936"	"P38936 Q14010 Q9BUT4"	"144"	"153"	"8861913"	"x-ray crystallography"	"true positive"	"1AXC"	"Homo sapiens"
